"","time.list"
"1",15
"2",15
"3",14.388491310272
"4",14.2043344055119
"5",13.8540877896135
"6",13.5497383948916
"7",13.3879431151009
"8",13.3317081279955
"9",13.2971932955022
"10",13.0138689707222
"11",12.533751837204
"12",12.0809085852873
"13",11.9386427451037
"14",11.2453050557297
"15",11.0035463805228
"16",10.9497002434241
"17",10.8316742311546
"18",10.7035264349585
"19",10.5291718951948
"20",10.52639706719
"21",10.5018702942256
"22",10.3248738231046
"23",10.2635120556553
"24",9.92829409363964
"25",9.8577505610136
"26",9.85417806969369
"27",9.79340148701921
"28",9.72936460253778
"29",9.6780517322758
"30",9.66253898095242
"31",9.65936422030999
"32",9.65541316509179
"33",9.64626744385425
"34",9.54945004231094
"35",9.47278912358076
"36",9.43905503575393
"37",9.37228642798062
"38",9.28669441134245
"39",9.23889414651971
"40",9.0897630849082
"41",8.91079400053058
"42",8.87441254624558
"43",8.80003767320758
"44",8.79364242406115
"45",8.71952743497472
"46",8.68838614483168
"47",8.62971397273301
"48",8.56677335354754
"49",8.56169936079553
"50",8.48634571638478
"51",8.44923842723428
"52",8.42706206546389
"53",8.37881646750911
"54",8.36860919566225
"55",8.36735672877723
"56",8.23570542659967
"57",8.23304845506977
"58",8.17890861169917
"59",8.07039334592042
"60",8.06010143834471
"61",8.04689297389139
"62",7.94439738367761
"63",7.79630102373484
"64",7.67979832273323
"65",7.67958728593422
"66",7.62886459450743
"67",7.62387688122174
"68",7.6043539736707
"69",7.54248039558316
"70",7.52500483584693
"71",7.50170832230898
"72",7.34821501803843
"73",7.29821250879898
"74",7.1470880523495
"75",7.13917240752072
"76",7.11175620891706
"77",7.07665901971681
"78",7.0641142431668
"79",7.06372719893389
"80",7.05897419455807
"81",7.01808449435939
"82",6.95353885770959
"83",6.87730027948514
"84",6.83245759523064
"85",6.80812305717144
"86",6.70801834275572
"87",6.68150413882777
"88",6.51983381235826
"89",6.48895745197132
"90",6.48398929770015
"91",6.43441883468731
"92",6.37116407701166
"93",6.33465349670908
"94",6.27990834483016
"95",6.2632342247863
"96",6.21491557725924
"97",6.18162140551777
"98",6.04470032752519
"99",6.02200075218982
"100",5.94809650907722
"101",5.88770307512306
"102",5.81309943856115
"103",5.75524969248468
"104",5.70580825508276
"105",5.68892748571765
"106",5.65113910361021
"107",5.5841916065616
"108",5.54394464446678
"109",5.54204850688609
"110",5.53417193762874
"111",5.48332463821618
"112",5.42799837464659
"113",5.40275042559628
"114",5.37128587925104
"115",5.36680751744161
"116",5.36479810435364
"117",5.34326309278416
"118",5.31449905084749
"119",5.12709156101207
"120",5.07115193163467
"121",5.06669370552633
"122",5.02653648623455
"123",4.99665822039377
"124",4.98468269117146
"125",4.95964972524072
"126",4.95459122952325
"127",4.94846986612704
"128",4.89056665003141
"129",4.88500253004185
"130",4.87790224155521
"131",4.86664833232333
"132",4.85306740260193
"133",4.71215069552998
"134",4.70097352702109
"135",4.68736723071979
"136",4.65732120420983
"137",4.64123404203746
"138",4.62611193057447
"139",4.62210201914887
"140",4.54310320761149
"141",4.53292661856268
"142",4.51539988029231
"143",4.38586656932775
"144",4.31392189404743
"145",4.30653806149584
"146",4.30164833862726
"147",4.23497016538208
"148",4.20691808717627
"149",4.2014573086318
"150",4.19227612746397
"151",4.14863276986642
"152",4.10000130432891
"153",4.09662022765702
"154",4.09083175958364
"155",4.07243254885585
"156",4.0657011880654
"157",4.03994834549958
"158",4.01689261171008
"159",4.01669257287075
"160",3.95611826417573
"161",3.92575065716723
"162",3.92283838825062
"163",3.87656756588188
"164",3.83345247504502
"165",3.79426297857267
"166",3.77044313584905
"167",3.73706507140844
"168",3.72090632881749
"169",3.67511470173024
"170",3.66404156135776
"171",3.64284021134
"172",3.64038927175227
"173",3.55706599460439
"174",3.53195071311125
"175",3.51986099689441
"176",3.50212620203093
"177",3.49622241423894
"178",3.49166102440434
"179",3.44879706964694
"180",3.42894673829627
"181",3.39891521813909
"182",3.36465935888351
"183",3.34839697813687
"184",3.34592620553098
"185",3.34406423026804
"186",3.26726476066198
"187",3.26235982294538
"188",3.22263525399492
"189",3.19911457614179
"190",3.17123186835435
"191",3.13355526720689
"192",3.13253254465203
"193",3.12899472823014
"194",3.07291769234082
"195",3.06156587292826
"196",3.05359099870462
"197",3.04911289665795
"198",3.02438416496848
"199",2.99402648729348
"200",2.96971335264121
"201",2.94512540219383
"202",2.9214176570454
"203",2.91585618331627
"204",2.91312689967527
