"","time.list"
"205",2.87179318100455
"206",2.85928243559531
"207",2.85447147612206
"208",2.83018378962629
"209",2.82717736876969
"210",2.75450556309253
"211",2.64550197699374
"212",2.64257433784658
"213",2.62152820675581
"214",2.59956648288904
"215",2.58364120184761
"216",2.57713224808155
"217",2.56852250095764
"218",2.56770371321093
"219",2.56149236147508
"220",2.53736169702281
"221",2.52523682964837
"222",2.49317104668975
"223",2.43512785445298
"224",2.40791925837705
"225",2.40097763237132
"226",2.37617501203168
"227",2.36811980135524
"228",2.33488611188746
"229",2.28983809753427
"230",2.28418039832631
"231",2.259145169475
"232",2.22469367796894
"233",2.21919365916328
"234",2.20647107590896
"235",2.19678606084724
"236",2.13772423934419
"237",2.13700946608893
"238",2.09790328977141
"239",2.08462013706654
"240",2.07302185884935
"241",2.06407829010015
"242",2.06055010224601
"243",2.04304094595779
"244",2.03291249691297
"245",2.0326619828328
"246",1.99762913739669
"247",1.95678781581963
"248",1.95436513437397
"249",1.95424023932068
"250",1.94211582986645
"251",1.9417285862128
"252",1.93338115526945
"253",1.92845970836595
"254",1.9085186389676
"255",1.89846181562946
"256",1.89508793652359
"257",1.86673134779006
"258",1.86002963080154
"259",1.85337387615424
"260",1.82815590344985
"261",1.7466584920952
"262",1.742418590343
"263",1.66938187654754
"264",1.65154082279844
"265",1.57299676694756
"266",1.57265088276248
"267",1.5680918462837
"268",1.56278251868807
"269",1.55539764508966
"270",1.52954554747436
"271",1.5243043797759
"272",1.51991084184588
"273",1.5118620806183
"274",1.50738712841714
"275",1.48339780727144
"276",1.48254676680424
"277",1.45814981130097
"278",1.41622402528935
"279",1.41355357003843
"280",1.41310560202399
"281",1.38624685800676
"282",1.3812119868576
"283",1.34704786978746
"284",1.31375419721221
"285",1.30092893683671
"286",1.25007808047184
"287",1.24130358511646
"288",1.23168896980405
"289",1.2213950609341
"290",1.21821919234375
"291",1.21774100849473
"292",1.19257370409401
"293",1.16524346674707
"294",1.14507061889685
"295",1.14327795985707
"296",1.09843865472358
"297",1.07556940864671
"298",1.03455386548932
"299",1.01672742701071
"300",0.97201704673606
"301",0.954153207412432
"302",0.948552026545705
"303",0.942601176817435
"304",0.89724604794873
"305",0.891196152133999
"306",0.824106429631918
"307",0.809959170037663
"308",0.781377046103403
"309",0.776304353201448
"310",0.746449310625394
"311",0.673531713970855
"312",0.636744663681032
"313",0.614968342415663
"314",0.613686837038564
"315",0.602710547290409
"316",0.600557994212366
"317",0.591065100564228
"318",0.518581410936957
"319",0.502323653589631
"320",0.4842969249933
"321",0.48403519058453
"322",0.453802783819448
"323",0.442368404332475
"324",0.424491348333468
"325",0.416768308163675
"326",0.406704927862471
"327",0.393669462064629
"328",0.392242419228213
"329",0.390391316711057
"330",0.374035778081883
"331",0.37017252445181
"332",0.353753004113752
"333",0.352672039354808
"334",0.311820812011105
"335",0.309716088343295
"336",0.306191024221281
"337",0.300054159892778
"338",0.265279542741235
"339",0.195615036089274
"340",0.185164513346209
"341",0.180468988378278
"342",0.173087022247676
"343",0.170386916582268
"344",0.168321328558893
"345",0.162758432218363
"346",0.160077254984706
"347",0.153981584929065
"348",0.148425553005461
"349",0.132940696316814
"350",0.11632089933547
"351",0.115283595289828
"352",0.098524658038027
"353",0.0722480776521515
"354",0.0247305247296197
"355",0.014525611565416
"356",0.00556662507389838
"357",0.0051016886393711
"358",0.00386123922870496
"359",0
