"","V1","V2","V3","V4"
"1",20.5844759251922,0,-1,-1
"2",20.5844759251922,-1,2,-1
"3",18.369415089488,2,3,-1
"4",9.74211810529232,2,4,-1
"5",8.52511411160231,4,5,-1
"6",7.933414272964,5,6,-1
"7",7.08833078294992,4,7,-1
"8",5.87496700137854,4,8,-1
"9",5.61956342123449,-1,-9,-1
"10",5.06833498924971,5,10,-1
"11",3.01729804649949,2,11,-1
"12",2.70517366379499,4,12,-1
"13",1.76980410516262,12,13,-1
"14",0.940618209540844,-9,-14,-1
"15",0.402224443852901,-14,-15,-1
