"","time.list"
"1",20.5844759251922
"2",20.5844759251922
"3",18.369415089488
"4",9.74211810529232
"5",8.52511411160231
"6",7.933414272964
"7",7.08833078294992
"8",5.87496700137854
"9",5.61956342123449
"10",5.06833498924971
"11",3.01729804649949
"12",2.70517366379499
"13",1.76980410516262
"14",0.940618209540844
"15",0.402224443852901
"16",0
